player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Treveon Graham,grahatr01,2020,1829,846,-3.453974608,0.887156243,-2.566818365,-4.27924594,-0.197321725,-4.476567665,-3.832957287,0.742562044,-3.090395244,-0.144930926,-0.144930926,0,-4.622532331,0.743930296,-3.878602036,-0.425734964
Jerami Grant,grantje01,2020,3211,1558,-0.387308331,-1.370505081,-1.757813412,-1.647661916,-4.871919764,-6.51958168,-0.702519529,-2.206000281,-2.90851981,-0.12562593,-0.12562593,0,-0.443120984,-1.680697612,-2.123818596,-0.307799412
Josh Gray,grayjo01,2020,48,23,-10.23455936,1.128153062,-9.106406297,-18.03884474,9.877271067,-8.161573671,-12.50979284,3.044108961,-9.465683879,-0.082622134,-0.082622134,0,-9.706529115,-2.821439924,-12.52796904,4.940848312
Danny Green,greenda02,2020,3044,1419,0.555949489,3.071911621,3.62786111,2.278516841,0.606353113,2.884869954,0.926810901,2.669727986,3.596538887,4.625653447,4.625653447,0,1.030561673,3.925034209,4.955595882,0.686718758
Draymond Green,greendr01,2020,2621,1222,-2.578252838,1.824757178,-0.75349566,-0.611343646,2.686366459,2.075022812,-2.276179977,2.167771789,-0.108408188,1.66768316,1.66768316,0,-2.416063161,2.264611832,-0.151451328,1.285141242
JaMychal Green,greenja01,2020,2303,1050,-1.799021941,-1.249910864,-3.048932805,-0.166913239,2.027378709,1.86046547,-1.606277259,-0.68939864,-2.295675899,0.24371234,0.24371234,0,-1.319449883,-0.452258598,-1.771708481,0.136818062
Javonte Green,greenja02,2020,812,375,-1.741737452,-0.712741452,-2.454478904,-1.191960015,-0.693909832,-1.885869846,-1.797740744,-0.806546035,-2.604286779,0.028026821,0.028026821,0,-1.709892046,-0.783331395,-2.49322344,0.542516619
Jeff Green,greenje02,2020,1373,644,-1.429259476,-0.248347191,-1.677606667,-5.168505862,-0.773944493,-5.942450355,-2.334638005,-0.402651065,-2.73728907,-0.005848053,-0.005848053,0,-1.870898393,-0.89782351,-2.768721904,-0.107270912
Blake Griffin,griffbl01,2020,1048,512,-1.121742171,-2.499237787,-3.620979959,0.827933574,-1.318401761,-0.490468187,-0.773188065,-2.382453283,-3.155641348,-0.106524771,-0.106524771,0,-0.638802011,-3.506932587,-4.145734598,0.541292301
Marko Guduric,gudurma01,2020,1013,460,-2.354141315,-2.449148,-4.803289315,-1.910229853,-0.842833047,-2.7530629,-2.376282652,-2.244498794,-4.620781446,-0.440584804,-0.440584804,0,-2.272591172,-3.136776967,-5.409368139,0.354929854
Kyle Guy,guyky01,2020,10,4,-2.583159525,-8.700722902,-11.28388243,4.049062714,-24.42916229,-20.38009958,-1.30981637,-12.48363116,-13.79344753,-0.022653768,-0.022653768,0,3.04889294,-10.02643875,-6.977545809,0.526497254
Rui Hachimura,hachiru01,2020,2287,1058,-1.621288226,-3.306747493,-4.928035718,-0.948348625,-4.204105519,-5.152454144,-1.595268707,-3.618624675,-5.213893382,-1.323772555,-1.323772555,0,-1.393640912,-3.147398594,-4.541039506,-0.476882701
Devon Hall,hallde01,2020,44,20,-4.451130831,-8.333303735,-12.78443457,18.89184935,8.907319734,27.79916909,0.207187337,-5.258034434,-5.050847096,-0.02320508,-0.02320508,0,-2.988979268,-6.778269574,-9.767248842,-1.185359309
Donta Hall,halldo01,2020,80,41,-4.488251257,-3.094359322,-7.582610578,-5.741499303,-4.599607841,-10.34110714,-5.000515459,-3.544355179,-8.544870638,-0.120082489,-0.120082489,0,-5.413512995,-4.002969928,-9.416482923,-0.955971291
Dusty Hannahs,hannadu01,2020,28,13,12.55763553,-0.86808987,11.68954566,25.42703013,-13.61793534,11.80909479,16.13177077,-3.465533862,12.6662369,0.10092186,0.10092186,0,10.8524423,-5.719218825,5.133223478,-1.324997776
Tim Hardaway Jr.,hardati02,2020,3451,1624,2.166285463,0.482141561,2.648427025,3.373800948,1.678998408,5.052799356,2.455652353,0.755348069,3.211000421,4.958469623,4.958469623,0,2.969596498,0.056703656,3.026300154,0.40063966
James Harden,hardeja01,2020,4420,2061,10.01019972,0.920482119,10.93068184,1.589716884,3.881759819,5.471476703,8.841439838,1.581410566,10.4228504,13.8126254,13.8126254,0,8.785278535,1.977991929,10.76327046,-0.286673206
Maurice Harkless,harklma01,2020,2779,1289,-2.484853056,0.091147822,-2.393705234,-0.758533041,0.491214701,-0.26731834,-2.30298451,0.14415218,-2.158832331,0.389669258,0.389669258,0,-2.80379679,0.337527625,-2.466269165,-0.05471391
Jared Harper,harpeja01,2020,18,8,-10.76746899,-13.36198528,-24.12945427,-14.89039534,-28.61424011,-43.50463545,-12.26876054,-17.33137175,-29.60013229,-0.108539207,-0.108539207,0,-6.316464926,-16.44604532,-22.76251024,-0.979672001
Montrezl Harrell,harremo01,2020,3615,1654,0.721280374,3.883788321,4.605068696,0.293385809,0.925067116,1.218452925,0.629141395,3.431497596,4.060638991,5.773342272,5.773342272,0,0.263054068,3.053711866,3.316765934,0.46232401
Gary Harris,harriga01,2020,3301,1622,-2.78499007,1.55742488,-1.227565189,-2.435491287,2.919172682,0.483681395,-2.901475561,1.934824444,-0.966651118,1.472394735,1.472394735,0,-2.673460493,1.7725787,-0.900881793,-0.235446791
Joe Harris,harrijo01,2020,3857,1811,-0.130869538,-1.155135033,-1.286004572,2.257451778,0.388156536,2.645608315,0.37990432,-0.916312156,-0.536407836,2.049982988,2.049982988,0,0.351249568,-0.988875703,-0.637626135,0.233726532
Shaquille Harrison,harrish01,2020,723,341,0.80557825,2.296978255,3.102556505,0.199409434,7.826714462,8.026123897,0.792856315,3.599839619,4.392695933,1.243343139,1.243343139,0,-1.264559325,2.521952982,1.257393657,0.054989675
Tobias Harris,harrito02,2020,4365,2110,0.315499808,-0.65160616,-0.336106352,1.163561063,1.732746689,2.896307752,0.517101061,-0.232048995,0.285052065,3.211802544,3.211802544,0,1.037271959,0.587302405,1.624574364,-1.733035579
Isaiah Hartenstein,harteis01,2020,584,266,-0.498399239,-0.0407756,-0.539174839,1.584749474,0.266301822,1.851051296,-0.168903617,-0.014993404,-0.18389702,0.350723291,0.350723291,0,-0.266484957,0.895158001,0.628673044,0.723417234
Josh Hart,hartjo01,2020,3212,1469,0.535278826,0.74350682,1.278785646,-0.385872991,0.691153606,0.305280614,0.353098397,0.802422794,1.155521191,2.933749507,2.933749507,0,0.956140249,1.651741817,2.607882067,0.230909719
Udonis Haslem,hasleud01,2020,43,21,-10.44532753,-6.224145496,-16.66947302,-22.15701671,-4.257478447,-26.41449515,-13.64396781,-6.266647306,-19.91061511,-0.182315709,-0.182315709,0,-12.12331335,-6.071450374,-18.19476372,-0.858209536
Jaxson Hayes,hayesja02,2020,2127,947,-1.608745535,-1.643229521,-3.251975056,-2.132865522,0.239847136,-1.893018387,-1.837488014,-1.321058508,-3.158546522,-0.198961289,-0.198961289,0,-1.551149073,-1.217509396,-2.768658469,0.810568268
Gordon Hayward,haywago01,2020,2988,1411,1.115936917,-1.34505336,-0.229116443,2.04402013,1.71245774,3.75647787,1.34076597,-0.796157436,0.544608535,2.377421404,2.377421404,0,1.566186169,-0.96447945,0.601706719,0.243413518
John Henson,hensojo01,2020,1165,552,-1.3288444,4.178816873,2.849972473,-0.411908346,3.944323531,3.532415185,-1.172400296,4.532492156,3.360091859,1.722899739,1.722899739,0,-0.65159398,3.144011427,2.492417447,0.487968346
Dewan Hernandez,hernade01,2020,25,11,-1.547806258,-2.209320737,-3.757126995,10.51297713,-1.705222295,8.807754837,0.753961314,-2.50937766,-1.755416346,0.00573206,0.00573206,0,-0.530899271,1.817352201,1.28645293,2.746517929
Juancho Hernangomez,hernaju01,2020,1482,681,-0.927615908,-0.528440582,-1.45605649,1.132774634,-2.096406235,-0.963631601,-0.554583174,-0.905243267,-1.459826442,0.448033055,0.448033055,0,-0.454080234,-0.535518762,-0.989598996,0.208003764
Willy Hernangomez,hernawi01,2020,658,317,-1.508656034,-1.622283577,-3.13093961,-2.552677313,4.066651977,1.513974664,-1.707977746,-0.457879777,-2.165857523,0.094738589,0.094738589,0,-2.174284663,-2.630120567,-4.80440523,0.284285559
Tyler Herro,herroty01,2020,2658,1273,-0.314569571,-1.25161708,-1.566186651,-4.491713961,0.056487324,-4.435226637,-1.25152689,-1.053451502,-2.304978392,0.288545708,0.288545708,0,-0.570843279,-1.610762758,-2.181606037,-0.172606081
Kevin Hervey,herveke01,2020,44,19,-16.32773926,-3.79785617,-20.12559543,-19.37544592,7.600174163,-11.77527175,-17.93088455,-1.639928917,-19.57081347,-0.16318518,-0.16318518,0,-9.373202614,-2.995178666,-12.36838128,0.079828594
Mario Hezonja,hezonma01,2020,1464,673,-3.171356547,-0.862090791,-4.033447338,-6.13381658,-0.937855816,-7.071672396,-3.990321953,-0.87807948,-4.868401433,-0.728644866,-0.728644866,0,-3.431849547,-1.633275286,-5.065124832,0.176850063
Buddy Hield,hieldbu01,2020,4072,1947,1.481846866,-1.577324975,-0.095478109,1.895696722,-2.160208815,-0.264512093,1.673852285,-1.787428333,-0.113576049,2.635605715,2.635605715,0,2.418116898,-0.971559853,1.446557045,0.650181832
George Hill,hillge01,2020,2319,1062,3.373242237,1.067944962,4.441187199,2.469970484,1.342893155,3.812863639,3.355442137,1.073853899,4.429296036,3.848302365,3.848302365,0,2.810578417,0.780145043,3.59072346,-1.093017674
Solomon Hill,hillso01,2020,2012,923,-1.003496288,-1.411616373,-2.415112661,1.997756374,-3.415428387,-1.417672014,-0.417027171,-1.907697217,-2.324724389,0.204552717,0.204552717,0,-0.717748562,-2.007297083,-2.725045645,0.266614838
Jaylen Hoard,hoardja01,2020,221,103,-0.741693115,-2.594066749,-3.335759864,2.298585791,2.111982021,4.410567812,-0.151786097,-1.71458327,-1.866369366,0.046253047,0.046253047,0,-0.617196372,-2.682795534,-3.299991906,-0.400492428
Aaron Holiday,holidaa01,2020,2515,1208,0.310791681,1.49776101,1.808552691,3.595983801,-1.647738066,1.948245734,1.009282037,0.903900669,1.913182706,2.865787424,2.865787424,0,0.726103745,0.830335214,1.55643896,-0.292266376
Jrue Holiday,holidjr01,2020,3837,1774,1.931719099,1.845689454,3.777408553,2.191652156,1.777616661,3.969268817,2.09149629,1.966214615,4.057710906,6.176163822,6.176163822,0,2.999277402,2.357106911,5.356384313,0.240764597
Justin Holiday,holidju01,2020,3213,1508,0.815980342,2.446144763,3.262125105,0.706135926,0.21629144,0.922427367,0.863896672,2.108538129,2.972434802,4.419649703,4.419649703,0,0.990142176,1.869369769,2.859511945,0.391954719
Rondae Hollis-Jefferson,holliro01,2020,2015,955,0.97837719,2.744050391,3.722427581,-0.34571683,1.52951141,1.18379458,0.737653592,2.58511388,3.322767472,2.959604668,2.959604668,0,0.402856866,2.532036167,2.934893033,0.024253572
Richaun Holmes,holmeri01,2020,2226,1087,-0.085067555,1.411825319,1.326757764,0.144320821,0.58235495,0.726675771,-0.02392333,1.327732917,1.303809587,2.230809574,2.230809574,0,-0.884010074,2.243166024,1.35915595,-0.788843737
Rodney Hood,hoodro01,2020,1332,619,0.43277177,-0.280379015,0.152392755,0.876762809,1.54486071,2.421623519,0.54290538,0.117634479,0.660539859,1.076104348,1.076104348,0,0.439170549,-0.204845179,0.23432537,-0.093892378
Al Horford,horfoal01,2020,3588,1714,-0.257989537,0.985709374,0.727719837,1.325452145,2.175348338,3.500800482,0.060226899,1.245966119,1.306193018,3.53433595,3.53433595,0,0.737686443,2.264869776,3.002556219,-0.366313288
Talen Horton-Tucker,hortota01,2020,9,5,-3.107052307,28.56628422,25.45923191,-31.83504988,-1.42272754,-33.25777742,-9.286760221,23.89274133,14.6059811,0.043210368,0.043210368,0,-4.336268178,22.63132274,18.29505456,-2.453605666
Danuel House Jr.,houseda01,2020,3523,1616,-0.975535054,0.879269751,-0.096265304,2.3322942,-1.281117969,1.051176231,-0.416000743,0.468568388,0.052567645,2.315079775,2.315079775,0,-0.216353947,0.796538944,0.580184997,0.194717688
Dwight Howard,howardw01,2020,2405,1163,0.169759898,0.973046194,1.142806092,3.560133529,-0.361529746,3.198603784,0.854062956,0.660090241,1.514153197,2.517046867,2.517046867,0,0.340068865,1.835832563,2.175901427,-0.529949834
William Howard,howarwi01,2020,29,13,-15.99479618,-10.36632187,-26.36111805,-36.14167636,2.675788254,-33.46588811,-21.14799575,-8.18080839,-29.32880414,-0.176799644,-0.176799644,0,-17.29463846,-10.68500064,-27.97963911,0.296945067
Kevin Huerter,huertke01,2020,3428,1577,-0.566296259,-2.558566301,-3.12486256,0.412421861,-1.043043682,-0.630621822,-0.375532101,-2.340584029,-2.71611613,0.027328177,0.027328177,0,-0.11228648,-1.987491266,-2.099777746,0.245918225
De'Andre Hunter,huntede01,2020,4010,1849,-2.542849795,-1.412080734,-3.954930529,-0.018347248,-0.001707849,-0.020055097,-2.147141595,-1.143602933,-3.290744528,-0.51007836,-0.51007836,0,-1.936500408,-0.995409257,-2.931909665,-0.007658381
Chandler Hutchison,hutchch01,2020,1154,527,-2.016443908,0.829003163,-1.187440745,-6.076500369,-0.514000297,-6.590500666,-2.929475446,0.601658129,-2.327817317,0.114459238,0.114459238,0,-2.421789443,0.817746234,-1.604043208,0.849109133
Serge Ibaka,ibakase01,2020,2710,1275,-2.278915679,1.550397816,-0.728517863,-1.546445151,-0.230937911,-1.777383062,-2.299407829,1.191233464,-1.108174365,1.070659619,1.070659619,0,-1.648948318,1.045947063,-0.603001255,0.252567569
Andre Iguodala,iguodan01,2020,377,170,-4.793921057,-0.745946711,-5.539867768,-5.016471654,0.405707616,-4.610764039,-5.173455301,-0.553707164,-5.727162465,-0.259353323,-0.259353323,0,-6.560623209,-2.08121996,-8.641843169,0.447320845
Ersan Ilyasova,ilyaser01,2020,1906,850,0.737022597,1.829742042,2.566764639,1.67006849,-2.049840802,-0.379772312,0.935028508,1.020498765,1.955527273,2.048383088,2.048383088,0,0.343736464,0.249897808,0.593634272,0.386838873
Joe Ingles,inglejo01,2020,3699,1770,0.484532948,-0.030555382,0.453977565,-1.900246905,3.158945421,1.258698516,0.022149189,0.624418534,0.646567723,3.061293887,3.061293887,0,-0.179727603,0.186333839,0.006606236,-0.199253978
Brandon Ingram,ingrabr01,2020,3861,1771,2.769546359,-1.106691942,1.662854417,0.22313048,-1.006421582,-0.783291102,2.398592663,-1.137255179,1.261337483,3.655201973,3.655201973,0,3.008583548,-0.761991197,2.24659235,0.864222693
Kyrie Irving,irvinky01,2020,1430,658,6.682871983,-2.903553546,3.779318438,1.965345231,-3.922714359,-1.957369127,6.165213753,-3.305433566,2.859780188,1.904850755,1.904850755,0,6.039436661,-1.819540548,4.219896113,1.169256942
Jonathan Isaac,isaacjo01,2020,1969,949,-0.981850551,4.693944614,3.712094063,-1.621321835,3.890950608,2.269628773,-1.137787579,4.801323907,3.663536327,3.111381684,3.111381684,0,0.218769406,5.26377834,5.482547745,0.19966514
Wes Iwundu,iwundwe01,2020,1568,749,-2.06560948,0.016946203,-2.048663276,-2.448419048,3.39513289,0.946713842,-2.250680074,0.694665911,-1.556014162,0.451849377,0.451849377,0,-2.763189234,0.630564831,-2.132624403,-0.988404652
Frank Jackson,jacksfr01,2020,1339,596,-2.688903092,-4.256369205,-6.945272297,-0.620996277,-4.558284283,-5.17928056,-2.437472906,-4.56030568,-6.997778586,-1.299988893,-1.299988893,0,-2.287800626,-4.113699335,-6.401499961,0.657811663
Jaren Jackson Jr.,jacksja02,2020,3287,1512,-0.907981008,0.134047465,-0.773933544,-1.743460665,-3.425449406,-5.168910071,-1.12663962,-0.588702807,-1.715342427,0.8076018,0.8076018,0,-1.235979708,0.115167898,-1.12081181,1.207195391
Josh Jackson,jacksjo02,2020,557,252,-1.921921986,2.893483392,0.971561406,1.101031346,-1.171575912,-0.070544566,-1.373667595,2.251338074,0.877670479,0.472464065,0.472464065,0,-1.423635706,1.391192223,-0.032443483,1.324110547
Justin Jackson,jacksju01,2020,1785,845,-1.880576955,-2.521886738,-4.402463692,0.212946372,-4.316788072,-4.1038417,-1.627161376,-3.072354909,-4.699516285,-0.832709372,-0.832709372,0,-1.437288797,-3.838760578,-5.276049375,-0.942519359
Reggie Jackson,jacksre01,2020,986,480,1.906865935,-1.308941495,0.59792444,3.193625019,2.158253874,5.351878893,2.294635517,-0.665874348,1.628761169,1.038198221,1.038198221,0,1.865169854,-1.066505768,0.798664087,-1.391273511
Justin James,jamesju01,2020,470,217,-2.021617152,0.584133175,-1.437483977,-6.668183987,6.743568318,0.075384331,-3.078392434,1.937069964,-1.14132247,0.178260226,0.178260226,0,-2.253825112,-0.031600424,-2.285425535,0.090550838
LeBron James,jamesle01,2020,4132,1955,6.43858671,-0.311007692,6.127579018,6.372831913,5.542107967,11.91493988,6.733620497,0.856799722,7.590420219,10.33677133,10.33677133,0,6.519976476,0.700465845,7.220442321,0.225664671
Amile Jefferson,jeffeam01,2020,157,74,-7.203612472,0.929620945,-6.273991527,-6.354335373,11.35645469,5.002119321,-7.443092585,3.13486666,-4.308225926,-0.058507675,-0.058507675,0,-7.252217772,0.528030537,-6.724187235,-0.559882144
DaQuan Jeffries,jeffrda01,2020,47,19,-2.538387437,1.813355638,-0.725031799,-8.606479641,13.03839591,4.431916266,-3.909934646,4.312895892,0.402961246,0.030962732,0.030962732,0,-2.499034908,1.752229132,-0.746805777,1.330446361
Ty Jerome,jeromty01,2020,582,272,-1.476313573,-0.962834108,-2.439147681,-7.14420624,-2.359602365,-9.503808604,-2.743325638,-1.292036321,-4.035361959,-0.178124183,-0.178124183,0,-2.805349809,-0.731163912,-3.53651372,-0.14365548
Alize Johnson,johnsal02,2020,110,50,1.200321887,-5.064321208,-3.863999321,7.118368691,-5.592739915,1.525628776,2.530277745,-5.486480226,-2.956202481,-0.005193778,-0.005193778,0,1.807234591,-6.620453009,-4.813218418,-1.288823907
BJ Johnson,johnsbj01,2020,105,46,-8.214178487,0.166171906,-8.048006581,-17.83662603,4.401821258,-13.43480477,-10.70284818,1.015491289,-9.687356892,-0.163638409,-0.163638409,0,-7.350353168,-0.708025339,-8.058378506,0.516484376
Cameron Johnson,johnsca02,2020,2085,963,-0.277078067,-0.70161094,-0.978689007,-3.717176766,-0.455169875,-4.172346641,-1.015494477,-0.675916192,-1.691410669,0.519605344,0.519605344,0,-1.851482901,-0.998509319,-2.849992221,-0.09877388
James Johnson,johnsja01,2020,1112,507,-1.947114506,-1.163117786,-3.110232291,-0.331687026,-3.286284699,-3.617971725,-1.737612404,-1.685980184,-3.423592588,-0.160207664,-0.160207664,0,-1.796298104,-1.436154091,-3.232452195,0.654153176
Keldon Johnson,johnske04,2020,56,25,-1.951562597,-8.879600611,-10.83116321,-5.109990648,0.633136291,-4.476854357,-2.71276168,-7.359808794,-10.07257047,-0.092827094,-0.092827094,0,-1.458006285,-7.011059014,-8.469065299,-0.625164908
Stanley Johnson,johnsst04,2020,206,96,-4.701331304,4.549882385,-0.151448919,-10.92924683,3.848692195,-7.080554633,-6.342159006,4.575827338,-1.766331667,0.04795836,0.04795836,0,-6.010565063,2.009183927,-4.001381136,-0.467854922
Tyler Johnson,johnsty01,2020,1130,515,-3.597242444,-1.505122609,-5.102365053,-7.459228313,1.781627434,-5.677600879,-4.630828355,-0.898882746,-5.529711102,-0.729919033,-0.729919033,0,-4.479857132,-1.241461269,-5.721318401,-0.064034908
Nikola Jokic,jokicni01,2020,3923,1942,4.682859917,1.00502775,5.687887666,2.126285827,0.980311722,3.106597549,4.382239363,1.026685638,5.408925001,8.049917115,8.049917115,0,5.341633327,2.389646935,7.731280262,-0.429299132
Damian Jones,jonesda03,2020,1880,863,-1.393353372,-1.558922921,-2.952276293,-1.098325552,-6.591895379,-7.690220931,-1.434978235,-2.643176136,-4.07815437,-0.581169196,-0.581169196,0,-1.316953732,-2.124033137,-3.440986869,-0.631691246
Derrick Jones Jr.,jonesde02,2020,2357,1126,0.30285733,2.347012563,2.649869893,-0.853192655,-1.007644654,-1.860837309,0.042846831,1.773219623,1.816066454,2.617542367,2.617542367,0,-0.45325821,1.6332096,1.17995139,-0.217629651
Tyus Jones,jonesty01,2020,2514,1133,0.934308363,-1.2276758,-0.293367436,-0.181752729,-2.422406508,-2.604159238,0.780989316,-1.54138622,-0.760396904,1.14641048,1.14641048,0,-0.105247773,-1.93560973,-2.040857503,-0.327590034
DeAndre Jordan,jordade01,2020,2374,1107,-0.884236952,1.827404538,0.943167586,-5.148316982,2.058739025,-3.089577956,-1.820973749,1.966260746,0.145286998,1.642435494,1.642435494,0,-2.261809185,0.486726172,-1.775083013,0.44937851
Cory Joseph,josepco01,2020,3009,1458,-1.574185935,0.53811752,-1.036068416,-1.386199241,1.59979477,0.21359553,-1.612219999,0.801059267,-0.811160732,1.416940183,1.416940183,0,-1.788652528,1.029566172,-0.759086355,-1.790303793
Mfiondu Kabengele,kabenmf01,2020,135,64,3.732900673,1.670588879,5.403489552,2.762658003,-0.094448828,2.668209175,3.685362161,1.283205161,4.968567323,0.251274668,0.251274668,0,3.617148524,1.763970858,5.381119382,-0.306922512
Frank Kaminsky,kaminfr01,2020,1561,718,-1.309046722,-1.023343865,-2.332390587,-2.367511919,-0.047722555,-2.415234474,-1.61175951,-0.872891964,-2.484651474,0.097364306,0.097364306,0,-2.310861579,-0.322201735,-2.633063313,0.168864676
Enes Kanter,kanteen01,2020,1744,835,0.907804262,2.541987519,3.449791781,2.865142452,-0.046863906,2.818278546,1.329328852,2.077103302,3.406432154,2.607843296,2.607843296,0,0.044620036,1.393595363,1.438215399,-0.579687272
Luke Kennard,kennalu01,2020,1894,922,2.476204208,-3.17452811,-0.698323901,1.326385971,-1.346585118,-0.020199147,2.408122749,-2.975096731,-0.566973982,1.021292162,1.021292162,0,1.86274162,-3.281619374,-1.418877755,-0.557669072
Michael Kidd-Gilchrist,kiddgmi01,2020,427,208,-5.863559667,0.765300998,-5.098258669,-4.24034195,6.992301035,2.751959085,-5.835881167,2.15135087,-3.684530296,-0.084742973,-0.084742973,0,-6.139754528,0.104326277,-6.03542825,-1.222096138
Stanton Kidd,kiddst01,2020,34,15,-14.6616315,5.086842212,-9.574789286,-13.28590768,11.90416865,-1.381739039,-15.31521456,6.714420566,-8.600793997,-0.044759794,-0.044759794,0,-14.53159641,3.704931492,-10.82666492,-0.037216755
Louis King,kinglo02,2020,125,62,-2.988468717,-0.861282034,-3.849750751,0.860213337,7.979671593,8.83988493,-2.34071196,0.965029614,-1.375682346,0.043209101,0.043209101,0,-2.869873861,-1.070585348,-3.94045921,-0.619273391
Maxi Kleber,klebima01,2020,3141,1489,-0.692158863,1.462349735,0.770190872,-2.187608615,2.553074016,0.365465401,-1.087507161,1.78235727,0.69485011,2.605445432,2.605445432,0,-0.912415848,1.16271028,0.250294432,-0.450886743
Brandon Knight,knighbr03,2020,752,362,-2.631303444,-4.444636658,-7.075940103,0.298725083,-2.336103016,-2.037377933,-2.1263438,-4.238209617,-6.364553416,-0.663245774,-0.663245774,0,-1.128909544,-4.868975902,-5.997885446,0.244551862
Kevin Knox II,knoxke01,2020,2282,1070,-2.990947772,-2.25810344,-5.249051212,-4.55708648,-1.253682697,-5.810769178,-3.438583088,-2.146930837,-5.585513925,-1.553188826,-1.553188826,0,-3.147673009,-3.000665309,-6.148338318,0.345516147
John Konchar,konchjo01,2020,181,86,3.192720034,3.756872283,6.949592317,-1.924524818,-4.407058181,-6.331582999,2.387868688,2.335479924,4.723348613,0.324666522,0.324666522,0,1.350294453,1.221785896,2.572080349,-1.009080446
Furkan Korkmaz,korkmfu01,2020,2770,1305,0.060266397,0.214562867,0.274829263,0.328661826,-1.39751935,-1.068857525,0.124026621,-0.146241746,-0.022215125,1.81428326,1.81428326,0,0.613286378,-0.243337254,0.369949124,-0.107068941
Luke Kornet,kornelu01,2020,1182,559,-3.04514609,-3.224800193,-6.269946284,-1.518900536,-1.362830923,-2.881731459,-2.860314723,-3.062244424,-5.922559146,-0.901740645,-0.901740645,0,-3.1351868,-2.091530826,-5.226717626,-0.347183758
Kyle Korver,korveky01,2020,1759,782,0.611986561,0.031876923,0.643863484,0.655910902,-2.133654224,-1.477743322,0.616139048,-0.524660945,0.091478103,1.142782499,1.142782499,0,0.404592892,-0.965342721,-0.560749829,0.81895685
Rodions Kurucs,kurucro01,2020,1024,461,-3.236998951,0.297224862,-2.939774089,-4.562161117,5.01644533,0.454284213,-3.696213379,1.289648095,-2.406565284,0.081855871,0.081855871,0,-3.215889392,0.010429167,-3.205460225,1.363219389
Kyle Kuzma,kuzmaky01,2020,2668,1239,-2.828557139,-0.4766537,-3.305210839,-1.246227439,-1.221996267,-2.468223705,-2.734338606,-0.727488559,-3.461827165,-0.450001117,-0.450001117,0,-2.458966207,-0.724620635,-3.183586842,0.006407532
Skal Labissiere,labissk01,2020,1221,567,-1.154926911,0.043060458,-1.111866452,-0.952680048,2.461124298,1.50844425,-1.196312247,0.619286445,-0.577025801,0.627448539,0.627448539,0,-1.089850965,0.511028261,-0.578822705,-0.187763272
Jeremy Lamb,lambje01,2020,2672,1291,0.573122161,1.448002061,2.021124222,-0.880466317,-3.358912631,-4.239378948,0.299433355,0.51371179,0.813145145,2.341036483,2.341036483,0,0.116333663,0.982985218,1.099318881,-0.256226862
Romeo Langford,langfro01,2020,513,243,-2.71236702,1.091473922,-1.620893098,-0.887719915,4.454988195,3.56726828,-2.564213915,1.820086247,-0.744127669,0.248200471,0.248200471,0,-3.710147223,0.439890362,-3.270256861,-0.198888118
Zach LaVine,lavinza01,2020,4381,2085,1.111447598,-0.15809093,0.953356668,1.866411333,-7.105641743,-5.23923041,1.407949604,-1.603977234,-0.19602763,2.726314349,2.726314349,0,1.866131095,-1.439462576,0.426668518,0.356119577
Vic Law,lawvi01,2020,9,4,-34.62275119,-7.044035159,-41.66678634,-38.92572838,34.66167275,-4.264055626,-37.51617986,1.280401808,-36.23577805,-0.068997045,-0.068997045,0,-26.04309297,-4.07149698,-30.11458995,0.984289426
Jake Layman,laymaja01,2020,976,424,-3.105538963,-0.892048961,-3.997587924,-1.960916294,6.223869238,4.262952944,-3.037721676,0.550733199,-2.486988477,0.057459101,0.057459101,0,-3.590072829,0.352154417,-3.237918412,1.009931761
TJ Leaf,leaftj01,2020,417,190,-0.84614566,0.280263456,-0.565882204,-7.74670358,4.526394417,-3.220309164,-2.340572589,1.144133284,-1.196439304,0.150767465,0.150767465,0,-2.220161492,-0.042641468,-2.262802961,0.114086785
Jalen Lecque,lecquja01,2020,57,26,-2.449626929,-0.400231576,-2.849858505,-4.052913466,-7.742213224,-11.79512669,-2.88618338,-1.89577493,-4.781958309,-0.027018365,-0.027018365,0,1.230645034,-2.859583364,-1.62893833,0.242372715
Courtney Lee,leeco01,2020,443,207,-1.439927216,-0.385781644,-1.82570886,4.957357261,-3.355704173,1.601653088,-0.246031323,-1.069330971,-1.315362294,0.150621683,0.150621683,0,-1.22107669,-1.196597646,-2.417674335,-0.600943933
Damion Lee,leeda03,2020,2785,1289,-0.94970826,0.348383143,-0.601325117,0.575612147,2.227827664,2.80343981,-0.609305398,0.785860099,0.176554702,1.93837235,1.93837235,0,-1.286108098,1.267062051,-0.019046047,0.727854014
Alex Len,lenal01,2020,1836,842,-1.642821284,2.19957249,0.556751206,-4.503323621,1.819560894,-2.683762727,-2.309006401,2.311102883,0.002096482,1.183401961,1.183401961,0,-1.834133596,1.180304491,-0.653829106,-0.312176051
Kawhi Leonard,leonaka01,2020,3201,1520,5.261259922,2.76972146,8.030981382,5.310323124,3.416107638,8.726430762,5.543020207,3.036331571,8.579351778,8.766964866,8.766964866,0,5.812841328,3.545703468,9.358544796,-0.220556475
